account_id,customer_id,account_type,branch_city,opening_date,balance_inr,account_status,nominee_registered
ACC0007329,<CUSTOMER_ID>,Savings,Nashik,1/3/2020,5026.06,Active,Yes
ACC0007330,<CUSTOMER_ID>,Savings,Kolkata,10/22/2023,986.04,Active,Yes
ACC0007331,<CUSTOMER_ID>,Savings,Kolkata,10/10/2019,5884.12,Active,No
ACC0007332,<CUSTOMER_ID>,Savings,Delhi,6/11/2022,27477.32,Active,Yes
ACC0007333,<CUSTOMER_ID>,Savings,Pune,11/3/2021,4077.41,Active,Yes
ACC0007334,<CUSTOMER_ID>,Savings,Bengaluru,12/7/2023,17484.92,Active,Yes
ACC0007335,<CUSTOMER_ID>,Salary,Jaipur,1/22/2022,1586.79,Active,Yes
ACC0007336,<CUSTOMER_ID>,Savings,Jaipur,8/15/2017,64044.28,Dormant,Yes
ACC0007337,<CUSTOMER_ID>,Savings,Nagpur,8/17/2022,28126.01,Active,Yes
ACC0007338,<CUSTOMER_ID>,Premium Savings,Surat,5/23/2018,4715.51,Active,Yes
ACC0007339,<CUSTOMER_ID>,Savings,Noida,8/14/2024,1890.58,Active,Yes
ACC0007340,<CUSTOMER_ID>,Salary,Noida,10/8/2023,4633.41,Active,Yes
ACC0007341,<CUSTOMER_ID>,Savings,Kochi,12/1/2023,11049.9,Active,Yes
ACC0007342,<CUSTOMER_ID>,Current,Indore,5/20/2018,26758.57,Active,Yes
ACC0007343,<CUSTOMER_ID>,Savings,Chennai,1/22/2024,795.31,Active,Yes
ACC0007344,<CUSTOMER_ID>,Savings,Noida,9/10/2019,30517.0,Active,Yes
ACC0007345,<CUSTOMER_ID>,Premium Savings,Noida,11/2/2021,10748.84,Active,Yes
ACC0007346,<CUSTOMER_ID>,Current,Hyderabad,7/8/2020,2253.48,Active,Yes
ACC0007347,<CUSTOMER_ID>,Savings,Mumbai,8/4/2023,500.0,Active,No
ACC0007348,<CUSTOMER_ID>,Salary,Noida,1/12/2019,9425.95,Active,Yes
ACC0007349,<CUSTOMER_ID>,Current,Bhubaneswar,5/30/2019,10320.42,Active,No
ACC0007350,<CUSTOMER_ID>,Premium Savings,Pune,12/25/2019,4113.59,Active,No
ACC0007351,<CUSTOMER_ID>,Savings,Delhi,2/2/2019,22099.21,Active,Yes
ACC0007352,<CUSTOMER_ID>,Savings,Pune,4/30/2018,75910.81,Active,Yes
ACC0007353,<CUSTOMER_ID>,Current,Gurugram,9/16/2025,5221.68,Active,Yes
ACC0007354,<CUSTOMER_ID>,Premium Savings,Hyderabad,9/16/2017,3564.14,Active,Yes
ACC0007355,<CUSTOMER_ID>,Salary,Kolkata,10/7/2021,53556.65,Active,Yes
ACC0007356,<CUSTOMER_ID>,Savings,Ahmedabad,5/24/2024,6356.54,Closed,No
ACC0007357,<CUSTOMER_ID>,Savings,Jaipur,6/24/2018,16734.74,Dormant,No
ACC0007358,<CUSTOMER_ID>,Savings,Kochi,12/26/2021,4154.83,Closed,No
ACC0007359,<CUSTOMER_ID>,Premium Savings,Bhopal,12/11/2021,28405.37,Active,Yes
ACC0007360,<CUSTOMER_ID>,Salary,Kolkata,12/28/2022,2061.23,Active,Yes
ACC0007361,<CUSTOMER_ID>,Savings,Bhopal,10/1/2019,9505.1,Active,Yes
ACC0007362,<CUSTOMER_ID>,Savings,Gurugram,4/12/2024,11221.06,Active,No
ACC0007363,<CUSTOMER_ID>,Salary,Jaipur,12/12/2021,6628.84,Dormant,Yes
ACC0007364,<CUSTOMER_ID>,Savings,Gurugram,11/18/2024,4023.97,Active,Yes
ACC0007365,<CUSTOMER_ID>,Current,Kolkata,5/21/2023,58234.88,Closed,Yes
ACC0007366,<CUSTOMER_ID>,Savings,Surat,2/20/2025,19727.12,Active,No
ACC0007367,<CUSTOMER_ID>,Salary,Bengaluru,2/3/2024,3128.61,Active,Yes
ACC0007368,<CUSTOMER_ID>,Current,Hyderabad,4/27/2019,1020.21,Active,Yes
ACC0007369,<CUSTOMER_ID>,Salary,Indore,2/2/2026,41207.23,Active,Yes
ACC0007370,<CUSTOMER_ID>,Salary,Noida,2/23/2019,2925.72,Active,Yes
ACC0007371,<CUSTOMER_ID>,Savings,Nagpur,1/19/2018,8673.11,Active,No
ACC0007372,<CUSTOMER_ID>,Current,Ahmedabad,2/23/2022,8964.72,Active,Yes
ACC0007373,<CUSTOMER_ID>,Savings,Bengaluru,11/13/2018,11097.69,Closed,Yes
ACC0007374,<CUSTOMER_ID>,Savings,Delhi,6/23/2025,1264.94,Active,Yes
ACC0007375,<CUSTOMER_ID>,Savings,Nashik,5/2/2020,5519.18,Active,Yes
ACC0007376,<CUSTOMER_ID>,Savings,Bhopal,4/1/2022,7963.79,Active,Yes
ACC0007377,<CUSTOMER_ID>,Savings,Surat,7/3/2023,7623.21,Active,Yes
ACC0007378,<CUSTOMER_ID>,Savings,Mumbai,1/7/2024,17788.38,Active,Yes
ACC0007379,<CUSTOMER_ID>,Salary,Hyderabad,4/26/2025,9715.34,Active,Yes
ACC0007380,<CUSTOMER_ID>,Savings,Gurugram,8/9/2018,13223.68,Active,Yes
ACC0007381,<CUSTOMER_ID>,Salary,Nashik,12/30/2021,4194.11,Active,Yes
ACC0007382,<CUSTOMER_ID>,Current,Surat,7/21/2024,52986.67,Active,Yes
ACC0007383,<CUSTOMER_ID>,Salary,Mumbai,7/28/2024,5894.21,Active,No
ACC0007384,<CUSTOMER_ID>,Salary,Surat,6/24/2018,11639.97,Active,Yes
ACC0007385,<CUSTOMER_ID>,Savings,Bhubaneswar,6/28/2025,9188.18,Active,Yes
ACC0007386,<CUSTOMER_ID>,Salary,Hyderabad,11/7/2022,13307.95,Active,Yes
ACC0007387,<CUSTOMER_ID>,Savings,Ahmedabad,11/11/2021,30349.53,Active,Yes
ACC0007388,<CUSTOMER_ID>,Salary,Pune,10/17/2024,3213.26,Active,No
ACC0007389,<CUSTOMER_ID>,Salary,Nashik,11/27/2017,20095.05,Active,Yes
ACC0007390,<CUSTOMER_ID>,Premium Savings,Gurugram,3/16/2020,18232.11,Active,Yes
ACC0007391,<CUSTOMER_ID>,Savings,Bengaluru,11/12/2018,9805.47,Active,Yes
ACC0007392,<CUSTOMER_ID>,Savings,Chennai,5/25/2025,10398.88,Active,Yes
ACC0007393,<CUSTOMER_ID>,Savings,Indore,6/26/2026,2272.95,Active,No
ACC0007394,<CUSTOMER_ID>,Savings,Kolkata,11/24/2022,5576.82,Active,No
ACC0007395,<CUSTOMER_ID>,Savings,Kochi,9/24/2017,994.29,Active,Yes
ACC0007396,<CUSTOMER_ID>,Current,Delhi,8/8/2024,5786.27,Active,Yes
ACC0007397,<CUSTOMER_ID>,Salary,Jaipur,4/6/2023,7558.36,Active,Yes
ACC0007398,<CUSTOMER_ID>,Savings,Gurugram,3/7/2022,1739.38,Active,Yes
ACC0007399,<CUSTOMER_ID>,Savings,Kolkata,1/25/2019,11260.09,Active,Yes
ACC0007400,<CUSTOMER_ID>,Salary,Delhi,1/24/2020,30573.37,Active,Yes
ACC0007401,<CUSTOMER_ID>,Current,Mumbai,6/22/2018,10270.05,Active,Yes
ACC0007402,<CUSTOMER_ID>,Savings,Hyderabad,12/28/2017,8054.37,Active,Yes
ACC0007403,<CUSTOMER_ID>,Current,Hyderabad,9/18/2018,4546.21,Active,Yes
ACC0007404,<CUSTOMER_ID>,Current,Jaipur,10/9/2024,12194.44,Active,No
ACC0007405,<CUSTOMER_ID>,Savings,Bengaluru,6/15/2023,2649.5,Active,Yes
ACC0007406,<CUSTOMER_ID>,Savings,Bengaluru,1/29/2026,570.81,Active,No
ACC0007407,<CUSTOMER_ID>,Premium Savings,Surat,8/7/2019,46052.93,Active,Yes
ACC0007408,<CUSTOMER_ID>,Current,Nagpur,3/20/2023,23313.62,Active,Yes
ACC0007409,<CUSTOMER_ID>,Savings,Delhi,6/16/2018,2418.37,Active,Yes
ACC0007410,<CUSTOMER_ID>,Savings,Chandigarh,1/11/2022,1651.26,Active,No
ACC0007411,<CUSTOMER_ID>,Savings,Bhopal,8/28/2023,9109.02,Active,Yes
ACC0007412,<CUSTOMER_ID>,Salary,Kolkata,6/24/2019,8698.06,Active,Yes
ACC0007413,<CUSTOMER_ID>,Savings,Chennai,11/29/2017,19886.88,Active,Yes
ACC0007414,<CUSTOMER_ID>,Savings,Hyderabad,6/11/2026,5605.55,Active,Yes
ACC0007415,<CUSTOMER_ID>,Savings,Nagpur,9/24/2025,28866.84,Active,Yes
ACC0007416,<CUSTOMER_ID>,Premium Savings,Hyderabad,2/14/2025,6384.88,Active,Yes
ACC0007417,<CUSTOMER_ID>,Salary,Chandigarh,3/21/2024,30770.37,Active,Yes
ACC0007418,<CUSTOMER_ID>,Savings,Noida,11/2/2021,6636.98,Active,No
ACC0007419,<CUSTOMER_ID>,Salary,Bhubaneswar,2/16/2019,3131.78,Active,Yes
ACC0007420,<CUSTOMER_ID>,Savings,Pune,12/8/2023,5367.51,Active,Yes
ACC0007421,<CUSTOMER_ID>,Savings,Hyderabad,4/29/2023,16641.65,Active,Yes
ACC0007422,<CUSTOMER_ID>,Savings,Delhi,1/23/2022,11958.77,Active,Yes
ACC0007423,<CUSTOMER_ID>,Savings,Indore,8/6/2019,8585.08,Active,Yes
ACC0007424,<CUSTOMER_ID>,Savings,Bhopal,11/9/2025,2570.4,Active,Yes
ACC0007425,<CUSTOMER_ID>,Savings,Noida,4/6/2022,7585.57,Active,Yes
ACC0007426,<CUSTOMER_ID>,Savings,Pune,9/7/2019,3951.42,Active,No
ACC0007427,<CUSTOMER_ID>,Savings,Bhubaneswar,2/1/2022,3840.34,Active,Yes
ACC0007428,<CUSTOMER_ID>,Salary,Kochi,5/29/2024,24217.64,Active,Yes
ACC0007429,<CUSTOMER_ID>,Savings,Surat,1/7/2018,3487.75,Closed,No
ACC0007430,<CUSTOMER_ID>,Savings,Chandigarh,3/25/2023,3276.52,Active,Yes
ACC0007431,<CUSTOMER_ID>,Savings,Pune,8/6/2020,11447.04,Active,Yes
ACC0007432,<CUSTOMER_ID>,Premium Savings,Chennai,12/30/2018,2957.73,Active,Yes
ACC0007433,<CUSTOMER_ID>,Premium Savings,Bengaluru,3/1/2026,4404.43,Active,Yes
ACC0007434,<CUSTOMER_ID>,Premium Savings,Kochi,10/9/2023,67380.03,Active,Yes
ACC0007435,<CUSTOMER_ID>,Salary,Chennai,2/14/2023,6741.02,Active,No
ACC0007436,<CUSTOMER_ID>,Savings,Kochi,7/22/2022,17041.85,Active,Yes
ACC0007437,<CUSTOMER_ID>,Savings,Mumbai,7/21/2026,128898.36,Active,Yes
ACC0007438,<CUSTOMER_ID>,Salary,Lucknow,3/21/2021,10091.45,Active,Yes
ACC0007439,<CUSTOMER_ID>,Salary,Gurugram,4/30/2018,14432.1,Active,Yes
ACC0007440,<CUSTOMER_ID>,Savings,Surat,1/19/2021,11428.12,Active,Yes
ACC0007441,<CUSTOMER_ID>,Savings,Chandigarh,8/24/2021,5665.52,Active,No
ACC0007442,<CUSTOMER_ID>,Current,Gurugram,4/12/2023,9306.66,Active,No
ACC0007443,<CUSTOMER_ID>,Premium Savings,Noida,5/3/2021,6657.12,Active,Yes
ACC0007444,<CUSTOMER_ID>,Savings,Bhopal,12/27/2017,2975.01,Active,Yes
ACC0007445,<CUSTOMER_ID>,Savings,Surat,10/29/2018,20260.05,Active,Yes
ACC0007446,<CUSTOMER_ID>,Premium Savings,Delhi,7/19/2018,1107.25,Active,No
ACC0007447,<CUSTOMER_ID>,Premium Savings,Jaipur,10/15/2018,8171.56,Active,Yes
ACC0007448,<CUSTOMER_ID>,Current,Jaipur,9/8/2017,5959.82,Active,Yes
ACC0007449,<CUSTOMER_ID>,Savings,Indore,2/14/2025,2592.06,Active,Yes
ACC0007450,<CUSTOMER_ID>,Savings,Bengaluru,6/25/2023,16076.63,Active,Yes
ACC0007451,<CUSTOMER_ID>,Savings,Bhopal,6/23/2021,2633.55,Active,Yes
ACC0007452,<CUSTOMER_ID>,Savings,Indore,1/16/2024,5173.93,Active,Yes
ACC0007453,<CUSTOMER_ID>,Current,Kolkata,4/20/2023,18043.47,Active,Yes
ACC0007454,<CUSTOMER_ID>,Savings,Indore,8/1/2023,974.76,Active,Yes
ACC0007455,<CUSTOMER_ID>,Savings,Jaipur,7/5/2019,26509.49,Active,Yes
ACC0007456,<CUSTOMER_ID>,Salary,Chandigarh,12/18/2018,7784.96,Active,Yes
ACC0007457,<CUSTOMER_ID>,Savings,Chandigarh,10/2/2022,5767.48,Active,Yes
ACC0007458,<CUSTOMER_ID>,Current,Indore,8/22/2018,1777.04,Active,Yes
ACC0007459,<CUSTOMER_ID>,Salary,Hyderabad,11/2/2023,8950.55,Active,Yes
ACC0007460,<CUSTOMER_ID>,Savings,Delhi,7/24/2025,8327.42,Active,Yes
ACC0007461,<CUSTOMER_ID>,Premium Savings,Gurugram,7/30/2020,14782.17,Active,No
ACC0007462,<CUSTOMER_ID>,Savings,Chennai,4/9/2023,4834.27,Active,Yes
ACC0007463,<CUSTOMER_ID>,Salary,Gurugram,7/1/2018,2771.42,Dormant,Yes
ACC0007464,<CUSTOMER_ID>,Salary,Bhopal,9/30/2019,11442.66,Active,Yes
ACC0007465,<CUSTOMER_ID>,Savings,Gurugram,11/23/2019,4292.6,Active,Yes
ACC0007466,<CUSTOMER_ID>,Savings,Pune,1/10/2023,14114.16,Active,Yes
ACC0007467,<CUSTOMER_ID>,Premium Savings,Delhi,6/15/2022,2606.42,Active,Yes
ACC0007468,<CUSTOMER_ID>,Savings,Bhubaneswar,10/9/2023,19407.8,Active,Yes
ACC0007469,<CUSTOMER_ID>,Savings,Nashik,6/1/2026,41732.19,Active,Yes
ACC0007470,<CUSTOMER_ID>,Savings,Gurugram,12/13/2024,6746.66,Active,Yes
ACC0007471,<CUSTOMER_ID>,Salary,Mumbai,7/9/2020,35727.3,Active,Yes
ACC0007472,<CUSTOMER_ID>,Savings,Surat,11/19/2022,18561.3,Active,Yes
ACC0007473,<CUSTOMER_ID>,Savings,Pune,12/11/2024,11733.08,Active,Yes
ACC0007474,<CUSTOMER_ID>,Savings,Chandigarh,5/4/2018,7984.01,Active,Yes
ACC0007475,<CUSTOMER_ID>,Savings,Mumbai,12/29/2024,4452.9,Active,No
ACC0007476,<CUSTOMER_ID>,Savings,Surat,2/26/2020,30258.7,Active,No
ACC0007477,<CUSTOMER_ID>,Salary,Kochi,1/10/2026,24233.58,Active,Yes
ACC0007478,<CUSTOMER_ID>,Premium Savings,Jaipur,12/8/2025,2566.06,Active,Yes
ACC0007479,<CUSTOMER_ID>,Savings,Kochi,11/24/2019,9196.29,Active,Yes
ACC0007480,<CUSTOMER_ID>,Salary,Pune,1/12/2020,3309.99,Active,Yes
ACC0007481,<CUSTOMER_ID>,Salary,Mumbai,10/7/2025,13664.94,Active,Yes
ACC0007482,<CUSTOMER_ID>,Current,Lucknow,10/31/2022,18471.72,Active,Yes
ACC0007483,<CUSTOMER_ID>,Savings,Nagpur,3/9/2024,1451.24,Active,Yes
ACC0007484,<CUSTOMER_ID>,Savings,Hyderabad,7/14/2021,7391.92,Active,Yes
ACC0007485,<CUSTOMER_ID>,Savings,Bhopal,10/1/2020,12924.6,Active,Yes
ACC0007486,<CUSTOMER_ID>,Current,Bhubaneswar,10/10/2021,8959.71,Active,Yes
ACC0007487,<CUSTOMER_ID>,Premium Savings,Nashik,11/30/2018,57639.47,Active,No
ACC0007488,<CUSTOMER_ID>,Savings,Pune,8/28/2025,1436.18,Active,No
ACC0007489,<CUSTOMER_ID>,Premium Savings,Bengaluru,2/3/2018,35979.97,Active,Yes
ACC0007490,<CUSTOMER_ID>,Savings,Nagpur,12/26/2021,3066.03,Dormant,Yes
ACC0007491,<CUSTOMER_ID>,Salary,Pune,8/25/2024,766.96,Active,No
ACC0007492,<CUSTOMER_ID>,Current,Bhubaneswar,5/6/2020,11524.75,Active,Yes
ACC0007493,<CUSTOMER_ID>,Salary,Ahmedabad,9/21/2018,7058.0,Active,Yes
ACC0007494,<CUSTOMER_ID>,Salary,Gurugram,7/25/2018,8967.66,Active,Yes
ACC0007495,<CUSTOMER_ID>,Savings,Indore,2/4/2025,14380.46,Active,No
ACC0007496,<CUSTOMER_ID>,Salary,Indore,4/16/2021,14832.85,Active,No
ACC0007497,<CUSTOMER_ID>,Premium Savings,Surat,9/12/2022,4519.32,Active,No
ACC0007498,<CUSTOMER_ID>,Savings,Gurugram,11/9/2022,19790.57,Active,Yes
ACC0007499,<CUSTOMER_ID>,Savings,Hyderabad,1/12/2026,881.53,Active,No
ACC0007500,<CUSTOMER_ID>,Savings,Delhi,11/19/2024,7302.75,Active,Yes
ACC0007501,<CUSTOMER_ID>,Savings,Bhopal,7/7/2020,28064.73,Active,Yes
ACC0007502,<CUSTOMER_ID>,Current,Bhubaneswar,6/3/2025,11095.14,Active,No
ACC0007503,<CUSTOMER_ID>,Savings,Noida,4/18/2020,8561.09,Active,Yes
ACC0007504,<CUSTOMER_ID>,Savings,Indore,5/1/2020,5550.49,Active,Yes
ACC0007505,<CUSTOMER_ID>,Savings,Delhi,10/25/2023,11872.47,Active,No
ACC0007506,<CUSTOMER_ID>,Salary,Nagpur,11/7/2020,5951.63,Active,Yes
ACC0007507,<CUSTOMER_ID>,Savings,Gurugram,5/15/2020,16149.65,Active,No
ACC0007508,<CUSTOMER_ID>,Current,Delhi,3/18/2018,4576.69,Active,Yes
ACC0007509,<CUSTOMER_ID>,Savings,Bengaluru,3/21/2020,43399.36,Active,Yes
ACC0007510,<CUSTOMER_ID>,Savings,Noida,6/13/2020,14788.76,Active,Yes
ACC0007511,<CUSTOMER_ID>,Savings,Bhopal,6/9/2020,59524.78,Active,Yes
ACC0007512,<CUSTOMER_ID>,Salary,Chennai,11/25/2023,5288.78,Active,Yes
ACC0007513,<CUSTOMER_ID>,Savings,Surat,3/8/2022,31158.27,Active,Yes
ACC0007514,<CUSTOMER_ID>,Savings,Indore,3/5/2022,2014.57,Active,Yes
ACC0007515,<CUSTOMER_ID>,Current,Surat,7/27/2023,17929.98,Active,Yes
ACC0007516,<CUSTOMER_ID>,Salary,Kochi,2/16/2021,7134.53,Active,Yes
ACC0007517,<CUSTOMER_ID>,Savings,Indore,12/29/2020,9237.54,Active,No
ACC0007518,<CUSTOMER_ID>,Savings,Chandigarh,5/6/2025,18074.88,Active,Yes
ACC0007519,<CUSTOMER_ID>,Premium Savings,Chandigarh,7/11/2025,18355.12,Active,No
ACC0007520,<CUSTOMER_ID>,Savings,Nashik,1/25/2023,20381.44,Active,No
ACC0007521,<CUSTOMER_ID>,Salary,Nagpur,8/14/2025,11932.97,Active,Yes
ACC0007522,<CUSTOMER_ID>,Savings,Gurugram,11/3/2019,14706.26,Active,Yes
ACC0007523,<CUSTOMER_ID>,Salary,Nagpur,5/23/2026,6348.71,Active,Yes
ACC0007524,<CUSTOMER_ID>,Savings,Hyderabad,11/10/2021,3989.44,Active,Yes
ACC0007525,<CUSTOMER_ID>,Premium Savings,Bengaluru,8/7/2022,9733.87,Active,Yes
ACC0007526,<CUSTOMER_ID>,Salary,Nagpur,12/28/2018,765.23,Active,Yes
ACC0007527,<CUSTOMER_ID>,Savings,Lucknow,9/23/2019,12848.23,Active,Yes
ACC0007528,<CUSTOMER_ID>,Savings,Chandigarh,12/9/2022,21095.24,Active,Yes
ACC0007529,<CUSTOMER_ID>,Salary,Lucknow,8/9/2019,16025.77,Active,Yes
ACC0007530,<CUSTOMER_ID>,Savings,Kolkata,7/6/2021,4136.66,Active,No
ACC0007531,<CUSTOMER_ID>,Salary,Hyderabad,1/22/2023,854.72,Active,No
ACC0007532,<CUSTOMER_ID>,Savings,Chandigarh,2/5/2026,16677.42,Active,Yes
ACC0007533,<CUSTOMER_ID>,Current,Kochi,8/24/2020,3403.32,Active,Yes
ACC0007534,<CUSTOMER_ID>,Savings,Indore,4/27/2022,1966.24,Closed,Yes
ACC0007535,<CUSTOMER_ID>,Salary,Kolkata,2/10/2023,22998.57,Active,Yes
ACC0007536,<CUSTOMER_ID>,Savings,Gurugram,12/20/2021,1824.6,Active,Yes
ACC0007537,<CUSTOMER_ID>,Savings,Ahmedabad,12/7/2021,6709.64,Active,Yes
ACC0007538,<CUSTOMER_ID>,Savings,Nashik,7/22/2026,57246.19,Active,Yes
ACC0007539,<CUSTOMER_ID>,Current,Delhi,4/21/2024,3889.32,Active,Yes
ACC0007540,<CUSTOMER_ID>,Savings,Nagpur,7/12/2026,2509.31,Active,Yes
ACC0007541,<CUSTOMER_ID>,Savings,Hyderabad,3/17/2024,14157.5,Active,Yes
ACC0007542,<CUSTOMER_ID>,Salary,Noida,7/19/2026,11611.39,Active,Yes
ACC0007543,<CUSTOMER_ID>,Savings,Bhubaneswar,11/7/2019,1308.85,Active,Yes
ACC0007544,<CUSTOMER_ID>,Savings,Nashik,12/16/2018,8585.76,Active,Yes
ACC0007545,<CUSTOMER_ID>,Savings,Ahmedabad,11/27/2019,29612.7,Active,No
ACC0007546,<CUSTOMER_ID>,Savings,Nagpur,1/26/2019,37794.07,Active,Yes
ACC0007547,<CUSTOMER_ID>,Savings,Kochi,6/10/2020,6084.38,Active,No
ACC0007548,<CUSTOMER_ID>,Savings,Lucknow,6/6/2024,13979.67,Active,Yes
ACC0007549,<CUSTOMER_ID>,Savings,Chandigarh,9/23/2024,14710.02,Active,No
ACC0007550,<CUSTOMER_ID>,Premium Savings,Pune,1/8/2024,24562.73,Active,Yes
ACC0007551,<CUSTOMER_ID>,Current,Delhi,3/25/2025,7332.71,Active,No
ACC0007552,<CUSTOMER_ID>,Premium Savings,Indore,9/2/2023,33686.06,Active,Yes
ACC0007553,<CUSTOMER_ID>,Savings,Lucknow,1/24/2020,3631.21,Active,Yes
ACC0007554,<CUSTOMER_ID>,Savings,Surat,6/23/2018,19115.27,Active,Yes
ACC0007555,<CUSTOMER_ID>,Savings,Kolkata,3/6/2020,2691.13,Active,Yes
ACC0007556,<CUSTOMER_ID>,Salary,Bengaluru,10/30/2018,1130.9,Active,Yes
ACC0007557,<CUSTOMER_ID>,Salary,Bhopal,8/28/2019,15890.48,Active,Yes
ACC0007558,<CUSTOMER_ID>,Savings,Mumbai,5/7/2025,209162.06,Active,No
ACC0007559,<CUSTOMER_ID>,Savings,Nagpur,9/5/2021,11527.33,Active,Yes
ACC0007560,<CUSTOMER_ID>,Savings,Hyderabad,11/28/2018,6437.77,Active,Yes
ACC0007561,<CUSTOMER_ID>,Premium Savings,Nashik,8/1/2021,31770.45,Active,Yes
ACC0007562,<CUSTOMER_ID>,Savings,Bengaluru,10/15/2025,4968.57,Active,No
ACC0007563,<CUSTOMER_ID>,Salary,Bhopal,12/20/2022,1162.9,Active,Yes
ACC0007564,<CUSTOMER_ID>,Savings,Jaipur,9/10/2020,22855.45,Active,No
ACC0007565,<CUSTOMER_ID>,Savings,Indore,12/22/2024,44808.68,Active,Yes
ACC0007566,<CUSTOMER_ID>,Current,Chandigarh,1/15/2018,9337.33,Active,Yes
ACC0007567,<CUSTOMER_ID>,Current,Noida,8/24/2023,11428.27,Active,No
ACC0007568,<CUSTOMER_ID>,Current,Gurugram,4/8/2025,4147.63,Active,Yes
ACC0007569,<CUSTOMER_ID>,Savings,Gurugram,9/19/2019,6776.34,Active,Yes
ACC0007570,<CUSTOMER_ID>,Salary,Gurugram,9/14/2019,10348.35,Active,Yes
ACC0007571,<CUSTOMER_ID>,Salary,Bhubaneswar,10/25/2025,8513.92,Active,No
ACC0007572,<CUSTOMER_ID>,Current,Pune,1/5/2023,8428.55,Active,Yes
ACC0007573,<CUSTOMER_ID>,Savings,Nashik,7/20/2023,500.0,Active,Yes
ACC0007574,<CUSTOMER_ID>,Savings,Jaipur,7/30/2022,9714.77,Active,No
ACC0007575,<CUSTOMER_ID>,Premium Savings,Chandigarh,12/26/2021,1881.19,Active,Yes
ACC0007576,<CUSTOMER_ID>,Savings,Lucknow,9/7/2021,13673.74,Active,Yes
ACC0007577,<CUSTOMER_ID>,Savings,Kochi,8/17/2019,25932.19,Active,Yes
ACC0007578,<CUSTOMER_ID>,Salary,Kolkata,12/9/2020,15006.71,Active,Yes
ACC0007579,<CUSTOMER_ID>,Savings,Gurugram,6/20/2018,2292.01,Active,No
ACC0007580,<CUSTOMER_ID>,Salary,Ahmedabad,8/9/2017,3237.05,Active,Yes
ACC0007581,<CUSTOMER_ID>,Savings,Jaipur,8/28/2020,7529.53,Active,Yes
ACC0007582,<CUSTOMER_ID>,Current,Bengaluru,5/5/2022,20717.72,Active,No
ACC0007583,<CUSTOMER_ID>,Savings,Lucknow,4/9/2026,24196.64,Dormant,Yes
ACC0007584,<CUSTOMER_ID>,Premium Savings,Jaipur,9/20/2021,12048.46,Active,Yes
ACC0007585,<CUSTOMER_ID>,Savings,Bhopal,10/16/2020,2805.49,Active,Yes
ACC0007586,<CUSTOMER_ID>,Savings,Jaipur,12/3/2025,29475.61,Active,Yes
ACC0007587,<CUSTOMER_ID>,Savings,Nashik,8/6/2025,7876.45,Active,No
ACC0007588,<CUSTOMER_ID>,Savings,Bhubaneswar,8/21/2024,5232.19,Active,Yes
ACC0007589,<CUSTOMER_ID>,Savings,Surat,4/14/2026,4743.7,Active,Yes
ACC0007590,<CUSTOMER_ID>,Savings,Surat,1/22/2026,1519.01,Dormant,Yes
ACC0007591,<CUSTOMER_ID>,Savings,Chennai,1/9/2019,27166.72,Active,Yes
ACC0007592,<CUSTOMER_ID>,Current,Mumbai,5/20/2018,7061.09,Active,Yes
ACC0007593,<CUSTOMER_ID>,Savings,Nashik,1/3/2023,3784.32,Active,No
ACC0007594,<CUSTOMER_ID>,Savings,Nashik,10/7/2024,15803.77,Active,Yes
ACC0007595,<CUSTOMER_ID>,Savings,Chennai,7/4/2024,19265.39,Active,Yes
ACC0007596,<CUSTOMER_ID>,Savings,Noida,11/28/2020,1204.88,Active,Yes
ACC0007597,<CUSTOMER_ID>,Salary,Indore,6/30/2018,44610.02,Active,Yes
ACC0007598,<CUSTOMER_ID>,Savings,Pune,2/22/2018,93288.46,Dormant,No
ACC0007599,<CUSTOMER_ID>,Premium Savings,Pune,4/15/2022,9065.09,Active,Yes
ACC0007600,<CUSTOMER_ID>,Savings,Delhi,6/15/2024,10543.9,Active,Yes
ACC0007601,<CUSTOMER_ID>,Current,Nagpur,8/26/2022,112741.46,Active,Yes
ACC0007602,<CUSTOMER_ID>,Current,Ahmedabad,10/10/2023,2435.56,Active,No
ACC0007603,<CUSTOMER_ID>,Savings,Bengaluru,3/22/2022,4565.05,Active,Yes
ACC0007604,<CUSTOMER_ID>,Savings,Indore,12/17/2023,15358.39,Active,Yes
ACC0007605,<CUSTOMER_ID>,Savings,Kochi,6/8/2018,28636.61,Active,Yes
ACC0007606,<CUSTOMER_ID>,Savings,Ahmedabad,9/11/2018,8449.58,Active,Yes
ACC0007607,<CUSTOMER_ID>,Savings,Hyderabad,6/29/2018,3311.18,Active,Yes
ACC0007608,<CUSTOMER_ID>,Savings,Indore,2/24/2026,33420.76,Active,No
ACC0007609,<CUSTOMER_ID>,Savings,Hyderabad,2/27/2023,8034.73,Active,No
ACC0007610,<CUSTOMER_ID>,Premium Savings,Surat,3/23/2019,8115.54,Active,Yes
ACC0007611,<CUSTOMER_ID>,Current,Pune,9/4/2018,22534.09,Active,Yes
ACC0007612,<CUSTOMER_ID>,Savings,Bengaluru,12/4/2024,42457.22,Dormant,Yes
ACC0007613,<CUSTOMER_ID>,Savings,Delhi,12/20/2023,10547.8,Active,Yes
ACC0007614,<CUSTOMER_ID>,Premium Savings,Bengaluru,9/15/2019,13713.05,Active,No
ACC0007615,<CUSTOMER_ID>,Current,Bhopal,10/22/2018,25616.41,Active,Yes
